"","node","type"
"142883","ADAM28","gene"
"142884","ADAM28","gene"
"142885","ADAM28","gene"
"142886","ADAM28","gene"
"142887","ADAM28","gene"
"142888","ADAM28","gene"
"142889","ADAM28","gene"
"142890","ADAM28","gene"
"142891","ADAM28","gene"
"142892","ADAM28","gene"
"142893","ADAM28","gene"
"142894","ADAM28","gene"
"142895","ADAM28","gene"
"142896","ADAM28","gene"
"142897","ADAM28","gene"
"142898","ADAM28","gene"
"142899","ADAM28","gene"
"142900","ADAM28","gene"
"142901","ADAM28","gene"
"142902","ADAM28","gene"
"142903","ADAM28","gene"
"142904","ADAM28","gene"
"142905","ADAM28","gene"
"142906","ADAM28","gene"
"142907","ADAM28","gene"
"142908","ADAM28","gene"
"142909","ADAM28","gene"
"142910","ADAM28","gene"
"142911","ADAM28","gene"
"142912","ADAM28","gene"
"142913","ADAM28","gene"
"142914","ADAM28","gene"
"142915","ADAM28","gene"
"142916","ADAM28","gene"
"142917","ADAM28","gene"
"142918","ADAM28","gene"
"142919","ADAM28","gene"
"142920","ADAM28","gene"
"142921","ADAM28","gene"
"142922","ADAM28","gene"
"142923","ADAM28","gene"
"142924","ADAM28","gene"
"142925","ADAM28","gene"
"142926","ADAM28","gene"
"142927","ADAM28","gene"
"142928","ADAM28","gene"
"142929","ADAM28","gene"
"142930","ADAM28","gene"
"142931","ADAM28","gene"
"142932","ADAM28","gene"
"142933","ADAM28","gene"
"142934","ADAM28","gene"
"142935","ADAM28","gene"
"142936","ADAM28","gene"
"142937","ADAM28","gene"
"142938","ADAM28","gene"
"142939","ADAM28","gene"
"142940","ADAM28","gene"
"142941","ADAM28","gene"
"142942","ADAM28","gene"
"142943","ADAM28","gene"
"142944","ADAM28","gene"
"142945","ADAM28","gene"
"142946","ADAM28","gene"
"142947","ADAM28","gene"
"142948","ADAM28","gene"
"142949","ADAM28","gene"
"142950","ADAM28","gene"
"142951","ADAM28","gene"
"142952","ADAM28","gene"
"142953","ADAM28","gene"
"142954","ADAM28","gene"
"142955","ADAM28","gene"
"142956","ADAM28","gene"
"142957","ADAM28","gene"
"142958","ADAM28","gene"
"142959","ADAM28","gene"
"142960","ADAM28","gene"
"142961","ADAM28","gene"
"142962","ADAM28","gene"
"142963","ADAM28","gene"
"142964","ADAM28","gene"
"142965","ADAM28","gene"
"142966","ADAM28","gene"
"142967","ADAM28","gene"
"142968","ADAM28","gene"
"142969","ADAM28","gene"
"142970","ADAM28","gene"
"142971","ADAM28","gene"
"142972","ADAM28","gene"
"142973","ADAM28","gene"
"142974","ADAM28","gene"
"142975","ADAM28","gene"
"142976","ADAM28","gene"
"142977","ADAM28","gene"
"142978","ADAM28","gene"
"142979","ADAM28","gene"
"142980","ADAM28","gene"
"142981","ADAM28","gene"
"142982","ADAM28","gene"
"142983","ADAM28","gene"
"142984","ADAM28","gene"
"142985","ADAM28","gene"
"142986","ADAM28","gene"
"142987","ADAM28","gene"
"142988","ADAM28","gene"
"142989","ADAM28","gene"
"142990","ADAM28","gene"
"142991","ADAM28","gene"
"142992","ADAM28","gene"
"142993","ADAM28","gene"
"142994","ADAM28","gene"
"142995","ADAM28","gene"
"142996","ADAM28","gene"
"142997","ADAM28","gene"
"142998","ADAM28","gene"
"142999","ADAM28","gene"
"143000","ADAM28","gene"
"143001","ADAM28","gene"
"143002","ADAM28","gene"
"143003","ADAM28","gene"
"143004","ADAM28","gene"
"143005","ADAM28","gene"
"143006","ADAM28","gene"
"143007","ADAM28","gene"
"143008","ADAM28","gene"
"143009","ADAM28","gene"
"143010","ADAM28","gene"
"143011","ADAM28","gene"
"143012","ADAM28","gene"
"143013","ADAM28","gene"
"143014","ADAM28","gene"
"143015","ADAM28","gene"
"143016","ADAM28","gene"
"143017","ADAM28","gene"
"143018","ADAM28","gene"
"143019","ADAM28","gene"
"143020","ADAM28","gene"
"143021","ADAM28","gene"
"143022","ADAM28","gene"
"143023","ADAM28","gene"
"143024","ADAM28","gene"
"143025","ADAM28","gene"
"143026","ADAM28","gene"
"143027","ADAM28","gene"
"143028","ADAM28","gene"
"143029","ADAM28","gene"
"143030","ADAM28","gene"
"143031","ADAM28","gene"
"143032","ADAM28","gene"
"143033","ADAM28","gene"
"143034","ADAM28","gene"
"143035","ADAM28","gene"
"143036","ADAM28","gene"
"143037","ADAM28","gene"
"143038","ADAM28","gene"
"143039","ADAM28","gene"
"143040","ADAM28","gene"
"143041","ADAM28","gene"
"143042","ADAM28","gene"
"143043","ADAM28","gene"
"143044","ADAM28","gene"
"143045","ADAM28","gene"
"143046","ADAM28","gene"
"143047","ADAM28","gene"
"143048","ADAM28","gene"
"143049","ADAM28","gene"
"143050","ADAM28","gene"
"143051","ADAM28","gene"
"143052","ADAM28","gene"
"143053","ADAM28","gene"
"143054","ADAM28","gene"
"143055","ADAM28","gene"
"143056","ADAM28","gene"
"143057","ADAM28","gene"
"143058","ADAM28","gene"
"143059","ADAM28","gene"
"143060","ADAM28","gene"
"143061","ADAM28","gene"
"143062","ADAM28","gene"
"143063","ADAM28","gene"
"143064","ADAM28","gene"
"143065","ADAM28","gene"
"143066","ADAM28","gene"
"143067","ADAM28","gene"
"143068","ADAM28","gene"
"143069","ADAM28","gene"
"143070","ADAM28","gene"
"143071","ADAM28","gene"
"143072","ADAM28","gene"
"143073","ADAM28","gene"
"143074","ADAM28","gene"
"143075","ADAM28","gene"
"143076","ADAM28","gene"
"143077","ADAM28","gene"
"143078","ADAM28","gene"
"143079","ADAM28","gene"
"143080","ADAM28","gene"
"143081","ADAM28","gene"
"143082","ADAM28","gene"
"143083","ADAM28","gene"
"143084","ADAM28","gene"
"143085","ADAM28","gene"
"143086","ADAM28","gene"
"143087","ADAM28","gene"
"143088","ADAM28","gene"
"143089","ADAM28","gene"
"143090","ADAM28","gene"
"143091","ADAM28","gene"
"143092","ADAM28","gene"
"143093","ADAM28","gene"
"143094","ADAM28","gene"
"143095","ADAM28","gene"
"143096","ADAM28","gene"
"143097","ADAM28","gene"
"143098","ADAM28","gene"
"143099","ADAM28","gene"
"143100","ADAM28","gene"
"143101","ADAM28","gene"
"143102","ADAM28","gene"
"143103","ADAM28","gene"
"143104","ADAM28","gene"
"143105","ADAM28","gene"
"143106","ADAM28","gene"
"143107","ADAM28","gene"
"143108","ADAM28","gene"
"143109","ADAM28","gene"
"143110","ADAM28","gene"
"143111","ADAM28","gene"
"143112","ADAM28","gene"
"143113","ADAM28","gene"
"143114","ADAM28","gene"
"143115","ADAM28","gene"
"143116","ADAM28","gene"
"143117","ADAM28","gene"
"143118","ADAM28","gene"
"143119","ADAM28","gene"
"143120","ADAM28","gene"
"143121","ADAM28","gene"
"143122","ADAM28","gene"
"143123","ADAM28","gene"
"143124","ADAM28","gene"
"143125","ADAM28","gene"
"143126","ADAM28","gene"
"143127","ADAM28","gene"
"143128","ADAM28","gene"
"143129","ADAM28","gene"
"143130","ADAM28","gene"
"143131","ADAM28","gene"
"143132","ADAM28","gene"
"143133","ADAM28","gene"
"143134","ADAM28","gene"
"143135","ADAM28","gene"
"143136","ADAM28","gene"
"143137","ADAM28","gene"
"143138","ADAM28","gene"
"143139","ADAM28","gene"
"143140","ADAM28","gene"
"143141","ADAM28","gene"
"143142","ADAM28","gene"
"143143","ADAM28","gene"
"143144","ADAM28","gene"
"143145","ADAM28","gene"
"143146","ADAM28","gene"
"143147","ADAM28","gene"
"143148","ADAM28","gene"
"143149","ADAM28","gene"
"143150","ADAM28","gene"
"143151","ADAM28","gene"
"143152","ADAM28","gene"
"143153","ADAM28","gene"
"143154","ADAM28","gene"
"143155","ADAM28","gene"
"143156","ADAM28","gene"
"143157","ADAM28","gene"
"143158","ADAM28","gene"
"143159","ADAM28","gene"
"143160","ADAM28","gene"
"143161","ADAM28","gene"
"143162","ADAM28","gene"
"143163","ADAM28","gene"
"143164","ADAM28","gene"
"143165","ADAM28","gene"
"143166","ADAM28","gene"
"143167","ADAM28","gene"
"143168","ADAM28","gene"
"143169","ADAM28","gene"
"143170","ADAM28","gene"
"143171","ADAM28","gene"
"143172","ADAM28","gene"
"143173","ADAM28","gene"
"143174","ADAM28","gene"
"143175","ADAM28","gene"
"143176","ADAM28","gene"
"143177","ADAM28","gene"
"143178","ADAM28","gene"
"143179","ADAM28","gene"
"143180","ADAM28","gene"
"143181","ADAM28","gene"
"143182","ADAM28","gene"
"143183","ADAM28","gene"
"143184","ADAM28","gene"
"143185","ADAM28","gene"
"143186","ADAM28","gene"
"143187","ADAM28","gene"
"143188","ADAM28","gene"
"143189","ADAM28","gene"
"143190","ADAM28","gene"
"143191","ADAM28","gene"
"143192","ADAM28","gene"
"143193","ADAM28","gene"
"143194","ADAM28","gene"
"143195","ADAM28","gene"
"143196","ADAM28","gene"
"143197","ADAM28","gene"
"143198","ADAM28","gene"
"143199","ADAM28","gene"
"143200","ADAM28","gene"
"143201","ADAM28","gene"
"143202","ADAM28","gene"
"143203","ADAM28","gene"
"143204","ADAM28","gene"
"143205","ADAM28","gene"
"143206","ADAM28","gene"
"143207","ADAM28","gene"
"143208","ADAM28","gene"
"143209","ADAM28","gene"
"143210","ADAM28","gene"
"143211","ADAM28","gene"
"143212","ADAM28","gene"
"143213","ADAM28","gene"
"143214","ADAM28","gene"
"143215","ADAM28","gene"
"143216","ADAM28","gene"
"143217","ADAM28","gene"
"143218","ADAM28","gene"
"143219","ADAM28","gene"
"143220","ADAM28","gene"
"143221","ADAM28","gene"
"143222","ADAM28","gene"
"143223","ADAM28","gene"
"143224","ADAM28","gene"
"143225","ADAM28","gene"
"143226","ADAM28","gene"
"143227","ADAM28","gene"
"143228","ADAM28","gene"
"143229","ADAM28","gene"
"143230","ADAM28","gene"
"143231","ADAM28","gene"
"143232","ADAM28","gene"
"143233","ADAM28","gene"
"143234","ADAM28","gene"
"143235","ADAM28","gene"
"143236","ADAM28","gene"
"143237","ADAM28","gene"
"143238","ADAM28","gene"
"143239","ADAM28","gene"
"143240","ADAM28","gene"
"143241","ADAM28","gene"
"143242","ADAM28","gene"
"143243","ADAM28","gene"
"143244","ADAM28","gene"
"143245","ADAM28","gene"
"143246","ADAM28","gene"
"143247","ADAM28","gene"
"143248","ADAM28","gene"
"143249","ADAM28","gene"
"143250","ADAM28","gene"
"143251","ADAM28","gene"
"143252","ADAM28","gene"
"143253","ADAM28","gene"
"143254","ADAM28","gene"
"143255","ADAM28","gene"
"143256","ADAM28","gene"
"143257","ADAM28","gene"
"143258","ADAM28","gene"
"143259","ADAM28","gene"
"143260","ADAM28","gene"
"143261","ADAM28","gene"
"143262","ADAM28","gene"
"143263","ADAM28","gene"
"143264","ADAM28","gene"
"143265","ADAM28","gene"
"143266","ADAM28","gene"
"143267","ADAM28","gene"
"143268","ADAM28","gene"
"143269","ADAM28","gene"
"143270","ADAM28","gene"
"143271","ADAM28","gene"
"143272","ADAM28","gene"
"143273","ADAM28","gene"
"143274","ADAM28","gene"
"143275","ADAM28","gene"
"143276","ADAM28","gene"
"143277","ADAM28","gene"
"143278","ADAM28","gene"
"143279","ADAM28","gene"
"143280","ADAM28","gene"
"143281","ADAM28","gene"
"143282","ADAM28","gene"
"143283","ADAM28","gene"
"143284","ADAM28","gene"
"143285","ADAM28","gene"
"143286","ADAM28","gene"
"143287","ADAM28","gene"
"143288","ADAM28","gene"
"143289","ADAM28","gene"
"143290","ADAM28","gene"
"143291","ADAM28","gene"
"143292","ADAM28","gene"
"143293","ADAM28","gene"
"143294","ADAM28","gene"
"143295","ADAM28","gene"
"143296","ADAM28","gene"
"143297","ADAM28","gene"
"143298","ADAM28","gene"
"143299","ADAM28","gene"
"143300","ADAM28","gene"
"143301","ADAM28","gene"
"143302","ADAM28","gene"
"143303","ADAM28","gene"
"143304","ADAM28","gene"
"143305","ADAM28","gene"
"143306","ADAM28","gene"
"143307","ADAM28","gene"
"143308","ADAM28","gene"
"143309","ADAM28","gene"
"143310","ADAM28","gene"
"143311","ADAM28","gene"
"143312","ADAM28","gene"
"143313","ADAM28","gene"
"143314","ADAM28","gene"
"143315","ADAM28","gene"
"143316","ADAM28","gene"
"143317","ADAM28","gene"
"143318","ADAM28","gene"
"143319","ADAM28","gene"
"143320","ADAM28","gene"
"143321","ADAM28","gene"
"143322","ADAM28","gene"
"143323","ADAM28","gene"
"143324","ADAM28","gene"
"143325","ADAM28","gene"
"143326","ADAM28","gene"
"143327","ADAM28","gene"
"143328","ADAM28","gene"
"143329","ADAM28","gene"
"143330","ADAM28","gene"
"143331","ADAM28","gene"
"143332","ADAM28","gene"
"143333","ADAM28","gene"
"143334","ADAM28","gene"
"143335","ADAM28","gene"
"143336","ADAM28","gene"
"143337","ADAM28","gene"
"143338","ADAM28","gene"
"143339","ADAM28","gene"
"143340","ADAM28","gene"
"143341","ADAM28","gene"
"143342","ADAM28","gene"
"143343","ADAM28","gene"
"143344","ADAM28","gene"
"143345","ADAM28","gene"
"143346","ADAM28","gene"
"143347","ADAM28","gene"
"143348","ADAM28","gene"
"143349","ADAM28","gene"
"143350","ADAM28","gene"
"143351","ADAM28","gene"
"143352","ADAM28","gene"
"143353","ADAM28","gene"
"143354","ADAM28","gene"
"143355","ADAM28","gene"
"143356","ADAM28","gene"
"143357","ADAM28","gene"
"143358","ADAM28","gene"
"143359","ADAM28","gene"
"143360","ADAM28","gene"
"143361","ADAM28","gene"
"143362","ADAM28","gene"
"143363","ADAM28","gene"
"143364","ADAM28","gene"
"143365","ADAM28","gene"
"143366","ADAM28","gene"
"143367","ADAM28","gene"
"143368","ADAM28","gene"
"143369","ADAM28","gene"
"143370","ADAM28","gene"
"143371","ADAM28","gene"
"143372","ADAM28","gene"
"143373","ADAM28","gene"
"143374","ADAM28","gene"
"143375","ADAM28","gene"
"143376","ADAM28","gene"
"143377","ADAM28","gene"
"143378","ADAM28","gene"
"143379","ADAM28","gene"
"143380","ADAM28","gene"
"143381","ADAM28","gene"
"143382","ADAM28","gene"
"143383","ADAM28","gene"
"143384","ADAM28","gene"
"143385","ADAM28","gene"
"143386","ADAM28","gene"
"143387","ADAM28","gene"
"143388","ADAM28","gene"
"143389","ADAM28","gene"
"143390","ADAM28","gene"
"143391","ADAM28","gene"
"143392","ADAM28","gene"
"143393","ADAM28","gene"
"143394","ADAM28","gene"
"143395","ADAM28","gene"
"143396","ADAM28","gene"
"143397","ADAM28","gene"
"143398","ADAM28","gene"
"143399","ADAM28","gene"
"143400","ADAM28","gene"
"143401","ADAM28","gene"
"143402","ADAM28","gene"
"143403","ADAM28","gene"
"143404","ADAM28","gene"
"143405","ADAM28","gene"
"143406","ADAM28","gene"
"143407","ADAM28","gene"
"143408","ADAM28","gene"
"143409","ADAM28","gene"
"143410","ADAM28","gene"
"143411","ADAM28","gene"
"143412","ADAM28","gene"
"143413","ADAM28","gene"
"143414","ADAM28","gene"
"143415","ADAM28","gene"
"143416","ADAM28","gene"
"143417","ADAM28","gene"
"143418","ADAM28","gene"
"143419","ADAM28","gene"
"143420","ADAM28","gene"
"143421","ADAM28","gene"
"143422","ADAM28","gene"
"143423","ADAM28","gene"
"143424","ADAM28","gene"
"143425","ADAM28","gene"
"143426","ADAM28","gene"
"143427","ADAM28","gene"
"143428","ADAM28","gene"
"143429","ADAM28","gene"
"143430","ADAM28","gene"
"143431","ADAM28","gene"
"143432","ADAM28","gene"
"143433","ADAM28","gene"
"143434","ADAM28","gene"
"143435","ADAM28","gene"
"143436","ADAM28","gene"
"143437","ADAM28","gene"
"143438","ADAM28","gene"
"143439","ADAM28","gene"
"143440","ADAM28","gene"
"143441","ADAM28","gene"
"143442","ADAM28","gene"
"143443","ADAM28","gene"
"143444","ADAM28","gene"
"143445","ADAM28","gene"
"143446","ADAM28","gene"
"143447","ADAM28","gene"
"143448","ADAM28","gene"
"143449","ADAM28","gene"
"143450","ADAM28","gene"
"143451","ADAM28","gene"
"143452","ADAM28","gene"
"143453","ADAM28","gene"
"143454","ADAM28","gene"
"143455","ADAM28","gene"
"143456","ADAM28","gene"
"143457","ADAM28","gene"
"143458","ADAM28","gene"
"143459","ADAM28","gene"
"143460","ADAM28","gene"
"143461","ADAM28","gene"
"143462","ADAM28","gene"
"143463","ADAM28","gene"
"143464","ADAM28","gene"
"143465","ADAM28","gene"
"143466","ADAM28","gene"
"143467","ADAM28","gene"
"143468","ADAM28","gene"
"143469","ADAM28","gene"
"143470","ADAM28","gene"
"143471","ADAM28","gene"
"143472","ADAM28","gene"
"143473","ADAM28","gene"
"143474","ADAM28","gene"
"143475","ADAM28","gene"
"143476","ADAM28","gene"
"143477","ADAM28","gene"
"143478","ADAM28","gene"
"143479","ADAM28","gene"
"143480","ADAM28","gene"
"143481","ADAM28","gene"
"143482","ADAM28","gene"
"143483","ADAM28","gene"
"143484","ADAM28","gene"
"143485","ADAM28","gene"
"143486","ADAM28","gene"
"143487","ADAM28","gene"
"143488","ADAM28","gene"
"143489","ADAM28","gene"
"143490","ADAM28","gene"
"143491","ADAM28","gene"
"143492","ADAM28","gene"
"143493","ADAM28","gene"
"143494","ADAM28","gene"
"143495","ADAM28","gene"
"143496","ADAM28","gene"
"143497","ADAM28","gene"
"143498","ADAM28","gene"
"143499","ADAM28","gene"
"143500","ADAM28","gene"
"143501","ADAM28","gene"
"143502","ADAM28","gene"
"143503","ADAM28","gene"
"143504","ADAM28","gene"
"143505","ADAM28","gene"
"143506","ADAM28","gene"
"143507","ADAM28","gene"
"143508","ADAM28","gene"
"143509","ADAM28","gene"
"143510","ADAM28","gene"
"143511","ADAM28","gene"
"143512","ADAM28","gene"
"143513","ADAM28","gene"
"143514","ADAM28","gene"
"143515","ADAM28","gene"
"143516","ADAM28","gene"
"143517","ADAM28","gene"
"143518","ADAM28","gene"
"143519","ADAM28","gene"
"143520","ADAM28","gene"
"143521","ADAM28","gene"
"143522","ADAM28","gene"
"143523","ADAM28","gene"
"143524","ADAM28","gene"
"143525","ADAM28","gene"
"143526","ADAM28","gene"
"143527","ADAM28","gene"
"143528","ADAM28","gene"
"143529","ADAM28","gene"
"143530","ADAM28","gene"
"143531","ADAM28","gene"
"143532","ADAM28","gene"
"143533","ADAM28","gene"
"143534","ADAM28","gene"
"143535","ADAM28","gene"
"143536","ADAM28","gene"
"143537","ADAM28","gene"
"143538","ADAM28","gene"
"143539","ADAM28","gene"
"143540","ADAM28","gene"
"143541","ADAM28","gene"
"143542","ADAM28","gene"
"143543","ADAM28","gene"
"143544","ADAM28","gene"
"143545","ADAM28","gene"
"143546","ADAM28","gene"
"143547","ADAM28","gene"
"143548","ADAM28","gene"
"143549","ADAM28","gene"
"143550","ADAM28","gene"
"143551","ADAM28","gene"
"143552","ADAM28","gene"
"143553","ADAM28","gene"
"143554","ADAM28","gene"
"143555","ADAM28","gene"
"143556","ADAM28","gene"
"230567","AIM2","gene"
"230568","AIM2","gene"
"230569","AIM2","gene"
"230570","AIM2","gene"
"230571","AIM2","gene"
"230572","AIM2","gene"
"230573","AIM2","gene"
"230574","AIM2","gene"
"230575","AIM2","gene"
"230576","AIM2","gene"
"230577","AIM2","gene"
"230578","AIM2","gene"
"230579","AIM2","gene"
"230580","AIM2","gene"
"230581","AIM2","gene"
"230582","AIM2","gene"
"230583","AIM2","gene"
"230584","AIM2","gene"
"230585","AIM2","gene"
"230586","AIM2","gene"
"230587","AIM2","gene"
"230588","AIM2","gene"
"230589","AIM2","gene"
"230590","AIM2","gene"
"230591","AIM2","gene"
"230592","AIM2","gene"
"230593","AIM2","gene"
"230594","AIM2","gene"
"230595","AIM2","gene"
"230596","AIM2","gene"
"230597","AIM2","gene"
"230598","AIM2","gene"
"230599","AIM2","gene"
"230600","AIM2","gene"
"230601","AIM2","gene"
"230602","AIM2","gene"
"230603","AIM2","gene"
"230604","AIM2","gene"
"230605","AIM2","gene"
"230606","AIM2","gene"
"230607","AIM2","gene"
"230608","AIM2","gene"
"230609","AIM2","gene"
"230610","AIM2","gene"
"230611","AIM2","gene"
"939429","C7","gene"
"939430","C7","gene"
"939431","C7","gene"
"939432","C7","gene"
"939433","C7","gene"
"939434","C7","gene"
"939435","C7","gene"
"939436","C7","gene"
"939437","C7","gene"
"939438","C7","gene"
"939439","C7","gene"
"939440","C7","gene"
"939441","C7","gene"
"939442","C7","gene"
"939443","C7","gene"
"939444","C7","gene"
"939445","C7","gene"
"939446","C7","gene"
"939447","C7","gene"
"939448","C7","gene"
"939449","C7","gene"
"939450","C7","gene"
"939451","C7","gene"
"939452","C7","gene"
"939453","C7","gene"
"939454","C7","gene"
"939455","C7","gene"
"939456","C7","gene"
"939457","C7","gene"
"939458","C7","gene"
"939459","C7","gene"
"939460","C7","gene"
"939461","C7","gene"
"939462","C7","gene"
"939463","C7","gene"
"939464","C7","gene"
"939465","C7","gene"
"939466","C7","gene"
"939467","C7","gene"
"939468","C7","gene"
"939469","C7","gene"
"939470","C7","gene"
"939471","C7","gene"
"939472","C7","gene"
"939473","C7","gene"
"939474","C7","gene"
"939475","C7","gene"
"939476","C7","gene"
"939477","C7","gene"
"939478","C7","gene"
"939479","C7","gene"
"939480","C7","gene"
"939481","C7","gene"
"939482","C7","gene"
"939483","C7","gene"
"939484","C7","gene"
"939485","C7","gene"
"939486","C7","gene"
"939487","C7","gene"
"939488","C7","gene"
"939489","C7","gene"
"939490","C7","gene"
"939491","C7","gene"
"939492","C7","gene"
"939493","C7","gene"
"939494","C7","gene"
"939495","C7","gene"
"939496","C7","gene"
"939497","C7","gene"
"939498","C7","gene"
"939499","C7","gene"
"939500","C7","gene"
"939501","C7","gene"
"939502","C7","gene"
"939503","C7","gene"
"939504","C7","gene"
"939505","C7","gene"
"939506","C7","gene"
"939507","C7","gene"
"939508","C7","gene"
"939509","C7","gene"
"939510","C7","gene"
"939511","C7","gene"
"939512","C7","gene"
"939513","C7","gene"
"939514","C7","gene"
"939515","C7","gene"
"939516","C7","gene"
"939517","C7","gene"
"939518","C7","gene"
"939519","C7","gene"
"939520","C7","gene"
"939521","C7","gene"
"939522","C7","gene"
"939523","C7","gene"
"939524","C7","gene"
"939525","C7","gene"
"939526","C7","gene"
"939527","C7","gene"
"939528","C7","gene"
"939529","C7","gene"
"939530","C7","gene"
"939531","C7","gene"
"939532","C7","gene"
"939533","C7","gene"
"939534","C7","gene"
"939535","C7","gene"
"939536","C7","gene"
"939537","C7","gene"
"939538","C7","gene"
"939539","C7","gene"
"939540","C7","gene"
"939541","C7","gene"
"939542","C7","gene"
"939543","C7","gene"
"939544","C7","gene"
"939545","C7","gene"
"939546","C7","gene"
"939547","C7","gene"
"939548","C7","gene"
"939549","C7","gene"
"939550","C7","gene"
"939551","C7","gene"
"939552","C7","gene"
"939553","C7","gene"
"939554","C7","gene"
"939555","C7","gene"
"939556","C7","gene"
"939557","C7","gene"
"939558","C7","gene"
