"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.214000675763544,0.00490561262951644,3.0251559449212,0.00554466769299918,0.0251538583145817,-2.68158813680875
"KEGG_ADHERENS_JUNCTION",-0.231072323809661,-0.00036715777423464,-2.99818235777464,0.00592019244221309,0.0262179951012294,-2.74279718673137
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.338271137798868,-0.00293266484879961,2.97709535376904,0.00623052517669871,0.0269506437875805,-2.79046689058586
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.272187522118568,0.000214366665413977,2.91355126361169,0.00726204915243816,0.0297086951180416,-2.93312721748794
"KEGG_PROSTATE_CANCER",-0.178628889835133,-0.00902450815731311,-2.90673671251944,0.00738183536036455,0.0297086951180416,-2.94833621690668
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450",-0.212445936061691,-0.01450382855676,-2.90240630799455,0.00745892695967988,0.0297086951180416,-2.95799176735765
"KEGG_O_GLYCAN_BIOSYNTHESIS",0.24322772227572,0.000724958832708119,2.89106165379422,0.00766452637751486,0.0297086951180416,-2.98325289096914
"KEGG_RIBOSOME",-0.365357279786361,-0.0312138308090429,-2.8909399961876,0.00766676003046235,0.0297086951180416,-2.98352351669328
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.179216508568519,-0.000662580993717279,2.87146275672363,0.00803243237954215,0.0304904576039763,-3.02677621542876
"KEGG_PHENYLALANINE_METABOLISM",-0.277641503499391,0.0094671896326249,-2.82755508173601,0.008918255510082,0.033175910497505,-3.12373245574298
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",-0.20016788695228,0.00419708368252839,-2.81090286197413,0.0092777526319427,0.0338365095988499,-3.1603011938455
"KEGG_BASE_EXCISION_REPAIR",0.246259615636271,0.00121892673118525,2.75307281857424,0.0106352768426801,0.038041567168048,-3.28640976702074
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.257659711844544,0.00213760798156815,2.73697233431029,0.0110452691716167,0.0387626427532207,-3.32126941941967
"KEGG_OOCYTE_MEIOSIS",0.156445063728204,0.00916438601684019,2.67859575077732,0.0126596875110476,0.0436055903158305,-3.44672162213151
"KEGG_SPHINGOLIPID_METABOLISM",0.206603161130527,-0.000548079160253368,2.6357988958694,0.013980905668266,0.0472808809872268,-3.53773222078777
"KEGG_TYPE_II_DIABETES_MELLITUS",-0.164363781586605,1.16218443259042e-06,-2.61089486209666,0.0148079164716512,0.0491834368522702,-3.59030846167965
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",-0.186601243123134,0.00710053461535779,-2.57320160336369,0.0161467606454141,0.0526894294745091,-3.66933561480733
"KEGG_INSULIN_SIGNALING_PATHWAY",-0.169399862922393,0.00432843945422062,-2.53679661895014,0.0175459484146836,0.0562680414677785,-3.74502132507301
"KEGG_ALZHEIMERS_DISEASE",0.220373540755929,-0.00701301862668156,2.51181597955619,0.0185702408156215,0.0585434710458575,-3.79658456774627
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.192326962708163,-0.000704715908310566,2.47191296525871,0.0203218179292544,0.0629976355806885,-3.87830996835055
"KEGG_RETINOL_METABOLISM",-0.210998214451495,-0.015019727216196,-2.31781250799115,0.0286119199272989,0.0872429033848786,-4.18622167294718
"KEGG_PRION_DISEASES",-0.133172624864098,-0.0105021256135168,-2.2968113647895,0.0299547099537974,0.0898641298613921,-4.22719869954385
"KEGG_DNA_REPLICATION",0.195832302028943,-0.0222946835049046,2.28099193762504,0.0310037664467997,0.0915349295095992,-4.25790365798658
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",-0.203700052974298,-0.030320499397424,-2.20610106361284,0.0364368498502959,0.105894594877423,-4.40134212098079
"KEGG_PARKINSONS_DISEASE",0.243871158364722,-0.0111123378428414,2.07428674905115,0.0481152550908557,0.137683653029218,-4.64579743882134
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.134199572144781,0.000631720464755761,2.04738896858901,0.0508726421866816,0.143368355253376,-4.69437641887738
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",-0.228163875935125,-0.00317585683761184,-2.02132629452365,0.0536771070700895,0.149014058433383,-4.74101287021046
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",-0.191491798884945,-0.0169258293176782,-2.00742685774663,0.0552279204093942,0.151064605825696,-4.76570787397174
"KEGG_APOPTOSIS",0.153188814687979,-0.00475408143378732,1.98874423331453,0.0573746072946996,0.154661984881364,-4.7987058282324
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.165280857251412,0.0109193480870892,1.9554518277811,0.0613824374001393,0.163101905091799,-4.85694734309586
"KEGG_MELANOMA",-0.121901759657992,0.000238860106647311,-1.93047546912891,0.0645482323275946,0.169098186097642,-4.90016364751862
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",-0.175813301948931,-0.0252251880071671,-1.89455452633264,0.0693509347838465,0.179156581524937,-4.96158987233896
"KEGG_PROTEIN_EXPORT",0.2278207909987,0.00374271216927153,1.85382526954072,0.0751694412779611,0.19152761750275,-5.03018485787907
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.144462057807941,0.000688834646955176,1.83336372895771,0.0782485778098775,0.196678857738341,-5.06421704535113
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.124892095093398,0.0136299535221704,1.81893882371058,0.0804840676537611,0.199600487781328,-5.08803484687683
"KEGG_PYRUVATE_METABOLISM",-0.172891105888311,-0.00541525539564405,-1.80199797621717,0.0831793579926327,0.202521641358592,-5.1158217050199
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.136540741694027,0.00386018759196755,1.79792000916953,0.0838396042183419,0.202521641358592,-5.12248048602871
"KEGG_P53_SIGNALING_PATHWAY",0.120582772902021,0.00394952182086899,1.78966378732228,0.0851900910878547,0.203145601824884,-5.1359259989804
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",-0.138381468625467,-0.00252062336085609,-1.77873839570425,0.0870057603741264,0.204849005437817,-5.1536444158383
"KEGG_OLFACTORY_TRANSDUCTION",-0.173062151441691,-0.0150659859742704,-1.76664602156109,0.0890538110368638,0.207050110660708,-5.17315680245159
"KEGG_STEROID_BIOSYNTHESIS",-0.19620818433799,-0.0139491140253847,-1.72562769684068,0.0963096258953517,0.221155437241178,-5.23856594986306
"KEGG_MAPK_SIGNALING_PATHWAY",-0.0990542798525468,-0.000333356010763326,-1.71686723665035,0.0979225776765649,0.222117066437086,-5.25237853451166
"KEGG_HOMOLOGOUS_RECOMBINATION",0.145247084888725,-0.0152487995724733,1.61333512831023,0.118772443547806,0.266164753010746,-5.41134309535401
"KEGG_FATTY_ACID_METABOLISM",-0.146444999434363,-0.019386125961051,-1.60122963163094,0.121435406881981,0.268892686667243,-5.42940714542618
"KEGG_CELL_CYCLE",0.116680115805416,0.00190684886162162,1.58868993579521,0.124245808320038,0.271879062912084,-5.44800181551722
"KEGG_ENDOMETRIAL_CANCER",-0.0976289255405079,-0.00473959680218597,-1.50084041387342,0.145471614391156,0.314624654380873,-5.5748773267624
"KEGG_ENDOCYTOSIS",0.0864905078698227,0.00401593531373551,1.4910237394901,0.148016373111208,0.316448797686032,-5.58868115544083
"KEGG_BUTANOATE_METABOLISM",-0.147984181521571,-0.00722326012344778,-1.48387796471084,0.14989130689597,0.316815716848301,-5.59868143441161
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",-0.11633187082484,-0.00552739504828852,-1.47714329786552,0.151675880151289,0.316985547282468,-5.60806939034329
"KEGG_LIMONENE_AND_PINENE_DEGRADATION",0.189618516760535,-0.0186324430869527,1.45875290659547,0.156636350568293,0.322843184251895,-5.6335216190465
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",-0.150408136982412,-0.0207356416301044,-1.4539605965154,0.157950160037218,0.322843184251895,-5.64010988335015
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",-0.175939484421913,-0.0289739621578827,-1.43690329087877,0.162698217050212,0.328933351862384,-5.66341034800042
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.0990936191740913,0.00223745623998004,1.42482504561087,0.166128721718999,0.332257443437997,-5.67976795739565
"KEGG_HUNTINGTONS_DISEASE",0.12426226563218,-0.00180178924643307,1.41411796118377,0.169217709541582,0.334835042284406,-5.69417013612294
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",-0.121874935203611,-0.00278909867921873,-1.39951989237157,0.173502505590104,0.339699642523782,-5.71365640584903
"KEGG_RIBOFLAVIN_METABOLISM",0.149731715696422,0.0192105152788872,1.38446024695486,0.178012253817335,0.344898741771087,-5.73357702162349
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",-0.128462249018886,0.00737291732345191,-1.35786335906807,0.186201907840329,0.357046957302074,-5.76830520526029
"KEGG_PROPANOATE_METABOLISM",-0.151204305171747,-0.0144014703366555,-1.34528265941519,0.190177081907002,0.360948339129616,-5.78452913435852
"KEGG_PPAR_SIGNALING_PATHWAY",-0.0834529670395945,0.0076714918750416,-1.3257185322437,0.196489868129752,0.369162782546807,-5.8094982223882
"KEGG_LYSINE_DEGRADATION",-0.102616741584638,-0.00872308909475639,-1.29168243186409,0.207857843677021,0.38661558923926,-5.85217633554723
"KEGG_ALPHA_LINOLENIC_ACID_METABOLISM",0.174949344741458,-0.00123995532007197,1.28301704135237,0.210831246798227,0.388211634243925,-5.86288658390554
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",-0.198505042805371,-0.0397352657798088,-1.2717873717647,0.21473285690666,0.388211634243925,-5.87667192740594
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",-0.0961243950903325,-0.0069332252739768,-1.27108870154907,0.214977410360883,0.388211634243925,-5.87752607770306
"KEGG_DILATED_CARDIOMYOPATHY",-0.0959254563803948,-0.000578594371486407,-1.25726896948409,0.219858449587918,0.393208380993776,-5.89433613734119
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.126775398131733,-0.00721763447078877,1.24470209922723,0.224369656293526,0.397454819719961,-5.90948126323502
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.0823337112355352,0.00820072564353969,1.21165363450068,0.236566994498342,0.415092202267264,-5.94866545692509
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.121948378017754,0.00244314823793608,1.20577006208552,0.238789600229017,0.415092202267264,-5.95554294216148
"KEGG_SMALL_CELL_LUNG_CANCER",-0.0677865805568103,-0.000518824636397185,-1.18579292263243,0.246452611011711,0.424446163409058,-5.97867161202795
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.0764735356216097,0.00960452976912333,1.17333906247618,0.251321234366338,0.42691609316673,-5.9929150312131
"KEGG_LINOLEIC_ACID_METABOLISM",-0.110996153871131,-0.021521614674432,-1.1704082133412,0.252477259399679,0.42691609316673,-5.99624741510952
"KEGG_ONE_CARBON_POOL_BY_FOLATE",-0.134758287491716,-0.000712373745568946,-1.15510047335575,0.258578923453554,0.433294412273522,-6.01353057484508
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.0903527137602634,0.0100655031984167,1.1429030702194,0.263517735000767,0.435808642738349,-6.02715527445926
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",-0.136253668320583,-0.0146153837565016,-1.13787718811557,0.265572673706487,0.435808642738349,-6.03273129531166
"KEGG_PEROXISOME",0.0951846238542458,-0.00050961265633518,1.13413935776093,0.267108522968666,0.435808642738349,-6.03686387662898
"KEGG_PROTEASOME",0.161187334746205,-0.00996541906519373,1.11253183596515,0.27611367379077,0.443916042993035,-6.06051203835793
"KEGG_ABC_TRANSPORTERS",0.0852152393737149,-0.00252582374127609,1.11078568374551,0.276850865522538,0.443916042993035,-6.06240508751185
"KEGG_STARCH_AND_SUCROSE_METABOLISM",-0.0847785266535307,0.00799188639711941,-1.07889949393568,0.290562803043456,0.458019441631718,-6.09649781249231
"KEGG_SELENOAMINO_ACID_METABOLISM",-0.11532019805155,0.000935258486493164,-1.0788796749125,0.290571473723348,0.458019441631718,-6.09651872156712
"KEGG_AXON_GUIDANCE",0.0825461245212629,0.0114183356506379,1.05913975404064,0.299299174569898,0.465670345521885,-6.11716999281041
"KEGG_CHRONIC_MYELOID_LEUKEMIA",-0.0874937463904219,0.00763974707403873,-1.05660651650764,0.300432480981861,0.465670345521885,-6.1197949174339
"KEGG_NOTCH_SIGNALING_PATHWAY",0.0919358482186667,0.0131486067013006,1.03722841211804,0.309201908519991,0.47037526956944,-6.13968359360482
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",-0.0926134858473461,0.0043701902752481,-1.03487957541066,0.310276912047587,0.47037526956944,-6.14207134049593
"KEGG_PANCREATIC_CANCER",0.0733489860936175,0.00690092572956198,1.03318387410488,0.311054613747533,0.47037526956944,-6.14379203865568
"KEGG_MTOR_SIGNALING_PATHWAY",-0.0786241054701223,-0.0135152254692535,-1.01091618412404,0.321393604622334,0.482090406933501,-6.16614677604914
"KEGG_WNT_SIGNALING_PATHWAY",-0.0612806431674679,0.00147169745221181,-0.991057672963839,0.330812372751144,0.492248810653702,-6.18570345503672
"KEGG_MISMATCH_REPAIR",0.12883277279788,-0.0383735685058044,0.967096897564207,0.342426200003272,0.505486295242925,-6.20882134875896
"KEGG_BASAL_CELL_CARCINOMA",-0.0814927263580377,-0.00510192441025345,-0.944751547238998,0.353502960248197,0.517728744930431,-6.22990650830539
"KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM",-0.102788781298017,0.00322923117099595,-0.921316139832936,0.365374979338379,0.530935516851082,-6.25152607615663
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",-0.0785218881376216,-0.00887045112094279,-0.895078778724355,0.378975576603294,0.538596997152705,-6.27512706592957
"KEGG_LONG_TERM_POTENTIATION",0.0570284662961076,0.015587449108815,0.894904561968383,0.379066974476988,0.538596997152705,-6.27528163911222
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",-0.0659907956751586,-0.0116094646248687,-0.891487386323272,0.380862600714461,0.538596997152705,-6.27830780151404
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.112256597497486,-0.0190114296594486,0.888891928983242,0.382230127011597,0.538596997152705,-6.28059900210443
"KEGG_PURINE_METABOLISM",-0.0592596579090513,-0.00897755132051005,-0.862526592765289,0.396301984311781,0.548298622587552,-6.30351714609802
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",-0.0602035374167184,0.0100709949553202,-0.854543702341514,0.400627200518165,0.548298622587552,-6.310327963928
"KEGG_RNA_POLYMERASE",-0.0939920312320236,-0.013414085552759,-0.847629568673218,0.404397523652519,0.548298622587552,-6.31617860261911
"KEGG_PATHWAYS_IN_CANCER",-0.0463734008414522,0.00123581929237284,-0.846333513883313,0.405106764704871,0.548298622587552,-6.31727030582088
"KEGG_LONG_TERM_DEPRESSION",0.0717981874793143,-0.00131266092744719,0.84584159736427,0.405376162526864,0.548298622587552,-6.31768424739669
"KEGG_PYRIMIDINE_METABOLISM",0.068209711738843,-0.00373387199115855,0.843128760875869,0.406863881152001,0.548298622587552,-6.31996297700854
"KEGG_NUCLEOTIDE_EXCISION_REPAIR",0.082661850502393,-0.011455139891593,0.83788367859781,0.409750045912203,0.548298622587552,-6.32434910497597
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.0516083182477769,0.00453262591187905,0.791021308722971,0.436104601966067,0.579396114040631,-6.3623841440704
"KEGG_NITROGEN_METABOLISM",-0.0789016608197971,0.00382287408950759,-0.770382249670878,0.448032956928932,0.591022198501995,-6.37847465151354
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.0656038996374075,-0.0117949039813821,0.74610246953276,0.462313830800763,0.605566003724943,-6.39688328370912
"KEGG_CITRATE_CYCLE_TCA_CYCLE",-0.0956429725442802,0.00396116284773487,-0.738265526456673,0.466980195029469,0.607400813115253,-6.4027047208157
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.0584117339388444,-0.00842584704917548,0.694425289380506,0.493588543047192,0.637551868102623,-6.43418131897526
"KEGG_TIGHT_JUNCTION",-0.0545183430898129,-0.00658277472060909,-0.676628997533692,0.504630579464384,0.647319226071555,-6.44642957252748
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.0513749655507207,-0.00486581352860626,0.636187444728853,0.530228003524494,0.672347813887146,-6.4731208650314
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.0792342779839232,-0.01097195509581,0.634405646745951,0.531371659362422,0.672347813887146,-6.47426023772469
"KEGG_BLADDER_CANCER",-0.0533115656044145,0.00736448111326436,-0.608949237036709,0.547854417091142,0.688519740398327,-6.49019982998826
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",0.069883283721123,-0.0219515592345243,0.600131094845187,0.553625897175713,0.691103468957602,-6.49557350983393
"KEGG_BETA_ALANINE_METABOLISM",-0.0615720112704332,-0.025237398093232,-0.576596906828513,0.569181852277984,0.7057854968247,-6.50954158542191
"KEGG_GALACTOSE_METABOLISM",-0.0699705765437754,0.0138057668766589,-0.567004282126058,0.575585365260429,0.708999191645296,-6.51507888228684
"KEGG_GLUTATHIONE_METABOLISM",0.0464401095169187,-0.000212562845885168,0.561302513390033,0.579408557367224,0.709013103094103,-6.51832727633246
"KEGG_RNA_DEGRADATION",-0.0460024216200576,-0.00498299914063946,-0.524509130212655,0.604378205730477,0.734734289319404,-6.53851772476048
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",-0.0438330970480946,-0.0211216447774222,-0.48699583224487,0.63035109905639,0.761333145613562,-6.55772343249617
"KEGG_ECM_RECEPTOR_INTERACTION",0.0383616184952942,-0.0122375357898421,0.476949601258435,0.637391594313745,0.764869913176494,-6.56262950259978
"KEGG_GLIOMA",-0.0306067168705043,-0.00104919351923533,-0.443644968755979,0.660977750747517,0.783852083724042,-6.57817452402405
"KEGG_MELANOGENESIS",0.0305852020327634,-0.00104433500574011,0.442719279165382,0.661638586799326,0.783852083724042,-6.57859078085945
"KEGG_REGULATION_OF_AUTOPHAGY",-0.0498347964793492,-0.0299698701593895,-0.43216135338763,0.669195373582407,0.787786958774226,-6.5832777926954
"KEGG_JAK_STAT_SIGNALING_PATHWAY",0.0297322883254715,0.00428510386782584,0.423673667814717,0.675296268002488,0.789969219172721,-6.58696491257683
"KEGG_CALCIUM_SIGNALING_PATHWAY",-0.0278839219077621,0.00356831260364693,-0.410464100412064,0.684836181691438,0.796009838725756,-6.59255976551575
"KEGG_GLYCEROLIPID_METABOLISM",0.0373105494077563,0.0236859887092635,0.399505943198201,0.692790809747978,0.796009838725756,-6.59706831472894
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",-0.0247671376778258,-0.00297809378488281,-0.396016496584974,0.69533143281553,0.796009838725756,-6.59847870000524
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",-0.0335069067974105,0.00779397710123915,-0.392934361747761,0.697578514582248,0.796009838725756,-6.59971428995192
"KEGG_VEGF_SIGNALING_PATHWAY",0.0266996964869719,0.00367668880848698,0.371828704149535,0.713040520740714,0.808275607674589,-6.60791885506691
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",-0.0333821707610618,-0.00607303382328267,-0.366426449410457,0.717018684227458,0.808275607674589,-6.60994691835859
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.0207012217602383,0.0142038380415513,0.346644114148595,0.731654927713507,0.819806123823568,-6.61712259871383
"KEGG_RENAL_CELL_CARCINOMA",0.0232026381215173,0.00442124266370159,0.32123964754443,0.750602775213163,0.836000695746397,-6.62575888325502
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.0269790077809172,-0.0195840626406509,0.296190101365328,0.769443230389715,0.851883576502899,-6.63363619470255
"KEGG_NON_SMALL_CELL_LUNG_CANCER",-0.0192832755415719,0.00883012308112813,-0.258964460875784,0.797706593558509,0.877949268650194,-6.64416921333154
"KEGG_HISTIDINE_METABOLISM",0.0236688779502586,0.00013247778761213,0.247341863478213,0.806590860898695,0.880606863079201,-6.64717002251395
"KEGG_TASTE_TRANSDUCTION",0.0240060913129555,-0.0082385413904634,0.24342597020838,0.809590180572813,0.880606863079201,-6.64815017799311
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",-0.0190781325681026,0.0131319516615071,-0.213089842219913,0.832922688812728,0.899874547467834,-6.65521559493543
